"tumor","exp_sig3","rat_sig3","sig_max_wl","max_wl"
"SIM-00001",11.7536201275588,0.189574518186432,"Signature_5",0.719503351824916
"SIM-00002",0,0,"Signature_5",0.999999994440121
"SIM-00003",46.177765459859,0.624023857565662,"Signature_3",0.999999999999415
"SIM-00004",39.9477914706822,0.518802486632236,"Signature_5",0.952680158059335
"SIM-00005",16.3780127464291,0.327560254928582,"Signature_3",0.999014630231146
"SIM-00006",28.2631271236894,0.448621065455387,"Signature_3",0.99990917582263
"SIM-00007",46.5241854347848,0.58891373968082,"Signature_3",0.999999998203574
"SIM-00008",29.3462464467992,0.438003678310436,"Signature_3",0.999999999995419
"SIM-00009",15.0310582961686,0.294726633258209,"Signature_3",0.968888382596908
"SIM-00010",20.8425573722558,0.49625136600609,"Signature_3",0.987431931826286
"SIM-00011",19.1589305969581,0.35479501105478,"Signature_5",0.569024675347675
"SIM-00012",24.768295106273,0.516006148047354,"Signature_3",0.999996833650046
"SIM-00013",28.723380562757,0.39347096661311,"Signature_3",0.99999995385794
"SIM-00014",30.4752130416003,0.516529034603395,"Signature_3",0.999999444971209
"SIM-00015",38.5011849597386,0.687521159995332,"Signature_3",0.999999999999991
"SIM-00016",19.595141766638,0.445344131059955,"Signature_3",0.999999998020255
"SIM-00017",26.6376136097931,0.332970170122413,"Signature_5",0.554549774145302
"SIM-00018",40.0885554333943,0.400885554333943,"Signature_3",0.998270336625246
"SIM-00019",13.8735970808992,0.21677495438905,"Signature_3",0.6927861671835
"SIM-00020",25.8141811266267,0.409748906771853,"Signature_3",0.999947027271324
"SIM-00021",0,0,"Signature_5",0.999505791656398
"SIM-00022",11.7986999367555,0.310492103598829,"Signature_3",0.724183654295429
"SIM-00023",23.003867170402,0.338292164270618,"Signature_5",0.997638694272749
"SIM-00024",16.130464471902,0.224034228776416,"Signature_5",0.999733567440961
"SIM-00025",31.6337609121078,0.536165439188268,"Signature_3",0.999992097759973
"SIM-00026",40.7999547019526,0.516455122809527,"Signature_3",0.99906312146971
"SIM-00027",28.5623958091866,0.328303400105593,"Signature_3",0.999719244519013
"SIM-00028",46.0085435593604,0.414491383417661,"Signature_3",0.999959800234037
"SIM-00029",19.3934519808717,0.346311642515566,"Signature_5",0.675273345422777
"SIM-00030",37.2439880907798,0.653403299838241,"Signature_3",0.999999998372713
"SIM-00031",28.3114466515058,0.367681125344231,"Signature_3",0.999928570247161
"SIM-00032",17.271511046073,0.375467631436369,"Signature_3",0.999999994957411
"SIM-00033",28.0301841303321,0.483279036729864,"Signature_3",0.999979400843666
"SIM-00034",24.3572257314477,0.37472654971458,"Signature_3",0.996902362813974
"SIM-00035",0,0,"Signature_5",0.999987350456312
"SIM-00036",44.6152668915636,0.637360955593766,"Signature_3",0.999999999994474
"SIM-00037",26.52403619157,0.56434119556532,"Signature_3",0.999979701315224
"SIM-00038",22.2182763277332,0.2709545893626,"Signature_3",0.977475232577884
"SIM-00039",29.6150685710201,0.448713160166971,"Signature_3",0.999912930302248
"SIM-00040",26.2448344459494,0.452497145619818,"Signature_3",0.999999598179471
"SIM-00041",18.0192140136646,0.310676103683873,"Signature_3",0.68297913641476
"SIM-00042",11.4317302481722,0.219840966311003,"Signature_5",0.886421080334369
"SIM-00043",20.1779770302178,0.388038019811881,"Signature_3",0.990851211750235
"SIM-00044",42.4734764245479,0.75845493615264,"Signature_3",0.999999999999478
"SIM-00045",29.5589610477221,0.537435655413129,"Signature_3",0.999999999870996
"SIM-00046",36.0319626925049,0.537790487947834,"Signature_3",0.999999999999982
"SIM-00047",24.7929318869855,0.619823297174637,"Signature_3",0.999999999784756
"SIM-00048",40.2699680317035,0.583622725097153,"Signature_3",0.999921767214309
"SIM-00049",40.3065445444804,0.639786421340959,"Signature_3",0.999999999999856
"SIM-00050",4.82189578422186,0.080364929737031,"Signature_5",0.99999998651679
"SIM-00051",41.9253944310136,0.551649926723864,"Signature_3",0.931469292112327
"SIM-00052",43.0442485251449,0.58167903412358,"Signature_3",0.999999999866958
"SIM-00053",16.1471734704914,0.221194157130019,"Signature_3",0.670404658725137
"SIM-00054",20.8604786842183,0.443839972004645,"Signature_3",0.999858831464729
"SIM-00055",24.3923255492437,0.348461793560624,"Signature_3",0.999738409553166
"SIM-00056",12.3664885958412,0.257635179080026,"Signature_3",0.58457680581536
"SIM-00057",11.8740009032676,0.312473707980727,"Signature_3",0.999370169586741
"SIM-00058",43.9560633015572,0.505242106914451,"Signature_3",0.99999851602603
"SIM-00059",0,0,"Signature_5",0.999999999999995
"SIM-00060",21.0271465797483,0.512857233652397,"Signature_3",0.999999481817952
"SIM-00061",38.1974949734936,0.707361018027659,"Signature_3",0.999990100393197
"SIM-00062",25.8650152681539,0.359236323168804,"Signature_3",0.715395791876396
"SIM-00063",41.3175424615467,0.573854756410371,"Signature_3",0.999999739731191
"SIM-00064",15.7145931713026,0.357149844802332,"Signature_3",0.999966697924059
"SIM-00065",3.9937133284192,0.107938198065384,"Signature_5",0.996863131739787
"SIM-00066",58.2840557835895,0.647600619817661,"Signature_3",1
"SIM-00067",17.2923280395018,0.326270340367958,"Signature_3",0.999983233587758
"SIM-00068",0,0,"Signature_5",0.999998583625824
"SIM-00069",13.5279733974455,0.294086378205336,"Signature_5",0.834476867185937
"SIM-00070",19.6473318785874,0.43660737507972,"Signature_5",0.993432258983442
"SIM-00071",0,0,"Signature_5",0.999813657839459
"SIM-00072",45.4356292494777,0.597837226966812,"Signature_3",0.999999999999994
"SIM-00073",25.4196711217863,0.385146532148278,"Signature_3",0.974844179263449
"SIM-00074",32.9136971604983,0.374019285914753,"Signature_3",0.999999996372398
"SIM-00075",24.3129358006159,0.357543173538469,"Signature_3",0.999711034382017
"SIM-00076",13.273621050863,0.457711070719414,"Signature_5",0.867109721822397
"SIM-00077",32.8185150796772,0.497250228479957,"Signature_3",0.999405328003839
"SIM-00078",25.8529495110596,0.445740508811373,"Signature_3",0.999555041031366
"SIM-00079",5.47904982944784,0.152195828595773,"Signature_3",0.99930731251905
"SIM-00080",36.5902135875426,0.580797041072106,"Signature_3",0.999999998998802
"SIM-00081",11.3777054469075,0.299413301234408,"Signature_3",0.968226959392086
"SIM-00082",30.9066695998823,0.429259299998365,"Signature_5",0.987833053834511
"SIM-00083",18.8548428458505,0.418996507685567,"Signature_5",0.965913709992162
"SIM-00084",24.3044753301487,0.458575006229221,"Signature_3",0.999973219081463
"SIM-00085",7.95915300245306,0.159183060049061,"Signature_3",0.957937313355843
"SIM-00086",22.4517150662373,0.345411001019035,"Signature_3",0.99993065995429
"SIM-00087",11.6920646710208,0.19167319132821,"Signature_3",0.978542257938867
"SIM-00088",22.5760490380037,0.425963189396296,"Signature_3",0.999999962457669
"SIM-00089",12.906872853018,0.268893184437875,"Signature_3",0.691077642008636
"SIM-00090",32.903648610712,0.700077630015149,"Signature_3",0.999999999926687
"SIM-00091",37.9440805388804,0.592876258420006,"Signature_3",0.999999999999863
"SIM-00092",28.451049757968,0.748711835735999,"Signature_3",0.999999989112414
"SIM-00093",32.6684903785126,0.441466086196116,"Signature_3",0.999991808448934
"SIM-00094",30.681756376581,0.472027021178169,"Signature_3",0.99999984567519
"SIM-00095",49.7115028164092,0.764792351021681,"Signature_3",0.999999999999999
"SIM-00096",0,0,"Signature_5",0.999999999969002
"SIM-00097",31.3105432894361,0.530687174397222,"Signature_3",0.999997828518881
"SIM-00098",19.0569091535711,0.414280633773284,"Signature_3",0.999970375127208
"SIM-00099",23.5619665237991,0.280499601473799,"Signature_5",0.556197685725131
"SIM-00100",15.7645753222645,0.303164910043549,"Signature_5",0.504017712685974
"SIM-00101",21.2546878559519,0.462058431651129,"Signature_3",0.999999971066947
"SIM-00102",31.720962928762,0.566445766585036,"Signature_3",0.999999956875184
"SIM-00103",20.166001295123,0.504150032378076,"Signature_3",0.999999997592627
"SIM-00104",23.406137715814,0.458943876780666,"Signature_3",0.998846740482521
"SIM-00105",45.4375934406161,0.575159410640711,"Signature_3",0.999999999935736
"SIM-00106",29.0612617503232,0.392719753382747,"Signature_3",0.999842897865805
"SIM-00107",45.6426780088395,0.59276205206285,"Signature_3",0.999999968969546
"SIM-00108",50.6310655261926,0.830017467642503,"Signature_3",1
"SIM-00109",0,0,"Signature_5",0.999999995187399
"SIM-00110",83.6008314552369,0.844452842982191,"Signature_3",1
"SIM-00111",0,0,"Signature_5",0.997924390767382
"SIM-00112",24.2112133308233,0.456815345864591,"Signature_5",0.653933365568004
